0.00089318,-0.0032743,0.00092501,0.0022179,-0.0043397,0.0045188,-0.0026329,-0.00046351,0.0033305,-0.0046856,0.0039271,-0.0013739,-0.0018083,0.0041555,-0.0046208,0.0029968,-1.1982e-18,-0.0029968,0.0046208,-0.0041555,0.0018083,0.0013739,-0.0039271,0.0046856,-0.0033305,0.00046351,0.0026329,-0.0045188,0.0043397,-0.0022179,-0.00092501,0.0032743,-0.00089318,-0.00077163
0.0010841,-0.0032002,-1.9723e-18,0.0035547,-0.0050189,0.0035677,2.8675e-18,-0.0035728,0.0050326,-0.0035572,-4.6439e-18,0.0035759,-0.0050488,0.0035599,1.55e-17,-0.003569,0.0050557,-0.003569,5.345e-19,0.0035599,-0.0050488,0.0035759,1.8933e-17,-0.0035572,0.0050326,-0.0035728,-3.2259e-18,0.0035677,-0.0050189,0.0035547,5.0205e-18,-0.0032002,0.0010841,-0.00069844
0.0013967,-0.0033109,-0.0011397,0.0051125,-0.0053471,0.001689,0.0032441,-0.0057985,0.0041036,0.00056861,-0.0048387,0.0055806,-0.002228,-0.0027367,0.0056934,-0.0044992,2.4252e-18,0.0044992,-0.0056934,0.0027367,0.002228,-0.0055806,0.0048387,-0.00056861,-0.0041036,0.0057985,-0.0032441,-0.001689,0.0053471,-0.0051125,0.0011397,0.0033109,-0.0013967,-0.00063577
0.0018674,-0.0035163,-0.0027112,0.006895,-0.0049629,-0.0013765,0.0065422,-0.005875,-4.0663e-18,0.0058494,-0.0065201,0.0013797,0.0049925,-0.0069051,0.002694,0.0039214,-0.0070701,0.0039214,0.002694,-0.0069051,0.0049925,0.0013797,-0.0065201,0.0058494,1.9135e-18,-0.005875,0.0065422,-0.0013765,-0.0049629,0.006895,-0.0027112,-0.0035163,0.0018674,-0.00053793
0.0025295,-0.0037056,-0.0048887,0.0086895,-0.003336,-0.0055595,0.0086261,-0.0025475,-0.0061809,0.0083615,-0.00171,-0.00679,0.0081018,-0.0008571,-0.00727,0.0077316,2.6949e-17,-0.0077316,0.00727,0.0008571,-0.0081018,0.00679,0.00171,-0.0083615,0.0061809,0.0025475,-0.0086261,0.0055595,0.003336,-0.0086895,0.0048887,0.0037056,-0.0025295,-0.00034777
0.0034115,-0.0037543,-0.0077651,0.010067,2.1392e-18,-0.010104,0.0077614,0.0041913,-0.010909,0.004173,0.0077351,-0.010128,-1.076e-17,0.010082,-0.0077158,-0.0041869,0.010959,-0.0041869,-0.0077158,0.010082,3.5866e-17,-0.010128,0.0077351,0.004173,-0.010909,0.0041913,0.0077614,-0.010104,-4.2784e-18,0.010067,-0.0077651,-0.0037543,0.0034115,3.5049e-19
0.0045355,-0.0035311,-0.011322,0.010444,0.0051622,-0.013496,0.0026551,0.011977,-0.0095644,-0.0063737,0.013303,-0.0013323,-0.012537,0.0085841,0.0075168,-0.012982,-1.489e-17,0.012982,-0.0075168,-0.0085841,0.012537,0.0013323,-0.013303,0.0063737,0.0095644,-0.011977,-0.0026551,0.013496,-0.0051622,-0.010444,0.011322,0.0035311,-0.0045355,0.00057467
0.0059163,-0.0029068,-0.015409,0.0091946,0.011683,-0.013811,-0.0063794,0.016314,7.3587e-18,-0.016243,0.0063579,0.013843,-0.011753,-0.0092081,0.015311,0.0032417,-0.016644,0.0032417,0.015311,-0.0092081,-0.011753,0.013843,0.0063579,-0.016243,-5.6767e-17,0.016314,-0.0063794,-0.013811,0.011683,0.0091946,-0.015409,-0.0029068,0.0059163,0.0014448
0.00756,-0.0017629,-0.019746,0.0057991,0.018427,-0.0094518,-0.016731,0.012738,0.014142,-0.015454,-0.011142,0.017724,0.0076781,-0.019145,-0.0039027,0.019961,2.1353e-17,-0.019961,0.0039027,0.019145,-0.0076781,-0.017724,0.011142,0.015454,-0.014142,-0.012738,0.016731,0.0094518,-0.018427,-0.0057991,0.019746,0.0017629,-0.00756,0.0026731
0.0094634,1.3184e-18,-0.023934,-2.9287e-18,0.023711,1.7637e-17,-0.023923,-1.0303e-17,0.023776,1.4654e-17,-0.023842,-2.0624e-17,0.023853,2.0531e-17,-0.023782,-2.0584e-17,0.023885,2.4995e-17,-0.023782,-2.933e-17,0.023853,7.3656e-17,-0.023842,7.327e-18,0.023776,7.9478e-17,-0.023923,2.9394e-18,0.023711,8.4933e-17,-0.023934,-2.6367e-18,0.0094634,0.0043113
0.011614,0.0024545,-0.027492,-0.0080742,0.025656,0.01316,-0.023295,-0.017735,0.01969,0.021516,-0.015513,-0.024677,0.01069,0.026656,-0.0054338,-0.027792,-2.3836e-17,0.027792,0.0054338,-0.026656,-0.01069,0.024677,0.015513,-0.021516,-0.01969,0.017735,0.023295,-0.01316,-0.025656,0.0080742,0.027492,-0.0024545,-0.011614,0.0063957
0.013988,0.00564,-0.029898,-0.01784,0.022669,0.026797,-0.012378,-0.031655,-1.1599e-17,0.031517,0.012336,-0.026859,-0.022805,0.017866,0.029708,-0.0062899,-0.032295,-0.0062899,0.029708,0.017866,-0.022805,-0.026859,0.012336,0.031517,-1.9331e-17,-0.031655,-0.012378,0.026797,0.022669,-0.01784,-0.029898,0.00564,0.013988,0.0089428
0.016554,0.0095581,-0.030646,-0.028272,0.013973,0.036531,0.007187,-0.032419,-0.02589,0.017253,0.03601,0.0036063,-0.033936,-0.023236,0.020347,0.03514,3.0622e-17,-0.03514,-0.020347,0.023236,0.033936,-0.0036063,-0.03601,-0.017253,0.02589,0.032419,-0.007187,-0.036531,-0.013973,0.028272,0.030646,-0.0095581,-0.016554,0.011946
0.01927,0.01417,-0.029308,-0.037998,-1.45e-17,0.038137,0.029294,-0.015819,-0.041174,-0.01575,0.029195,0.038225,2.9174e-17,-0.038054,-0.029122,0.015803,0.041363,0.015803,-0.029122,-0.038054,-4.3761e-17,0.038225,0.029195,-0.01575,-0.041174,-0.015819,0.029294,0.038137,1.2567e-16,-0.037998,-0.029308,0.01417,0.01927,0.015375
0.022089,0.019395,-0.025587,-0.045481,-0.017461,0.029099,0.045149,0.013334,-0.032351,-0.043764,-0.0089504,0.035539,0.042405,0.0044861,-0.038051,-0.040467,-2.1438e-17,0.040467,0.038051,-0.0044861,-0.042405,-0.035539,0.0089504,0.043764,0.032351,-0.013334,-0.045149,-0.029099,0.017461,0.045481,0.025587,-0.019395,-0.022089,0.019174
0.024955,0.025116,-0.019365,-0.049249,-0.035449,0.0098322,0.046729,0.041964,1.7435e-17,-0.041781,-0.046572,-0.0098549,0.035661,0.049322,0.019242,-0.02801,-0.0505,-0.02801,0.019242,0.049322,0.035661,-0.0098549,-0.046572,-0.041781,-4.0681e-17,0.041964,0.046729,0.0098322,-0.035449,-0.049249,-0.019365,0.025116,0.024955,0.023262
0.027808,0.031178,-0.010733,-0.048143,-0.050352,-0.015904,0.030549,0.054603,0.038643,-0.0053545,-0.045565,-0.052551,-0.020981,0.025771,0.053613,0.042368,2.5192e-17,-0.042368,-0.053613,-0.025771,0.020981,0.052551,0.045565,0.0053545,-0.038643,-0.054603,-0.030549,0.015904,0.050352,0.048143,0.010733,-0.031178,-0.027808,0.027539
0.030585,0.0374,0,-0.041542,-0.058653,-0.041694,0,0.041753,0.058813,0.041571,0,-0.04179,-0.059003,-0.041603,-4.0214e-17,0.041709,0.059084,0.041709,2.6809e-17,-0.041603,-0.059003,-0.04179,-4.0314e-17,0.041571,0.058813,0.041753,5.3935e-17,-0.041694,-0.058653,-0.041542,-5.3961e-17,0.0374,0.030585,0.031884
0.033224,0.043579,0.012311,-0.029518,-0.057759,-0.060142,-0.035043,0.006169,0.044327,0.062362,0.052268,0.018286,-0.024067,-0.055307,-0.0615,-0.039885,0,0.039885,0.0615,0.055307,0.024067,-0.018286,-0.052268,-0.062362,-0.044327,-0.006169,0.035043,0.060142,0.057759,0.029518,-0.012311,-0.043579,-0.033224,0.036167
0.035661,0.049503,0.025504,-0.012901,-0.046685,-0.065098,-0.061542,-0.036927,-1.4915e-17,0.036766,0.061334,0.065248,0.046964,0.01292,-0.025342,-0.055207,-0.066508,-0.055207,-0.025342,0.01292,0.046964,0.065248,0.061334,0.036766,1.4915e-17,-0.036927,-0.061542,-0.065098,-0.046685,-0.012901,0.025504,0.049503,0.035661,0.040248
0.037837,0.054959,0.038755,0.0067847,-0.026446,-0.053703,-0.068383,-0.066576,-0.048999,-0.020108,0.013556,0.044175,0.064227,0.068987,0.057632,0.032761,9.3682e-17,-0.032761,-0.057632,-0.068987,-0.064227,-0.044175,-0.013556,0.020108,0.048999,0.066576,0.068383,0.053703,0.026446,-0.0067847,-0.038755,-0.054959,-0.037837,0.04399
0.039698,0.059744,0.051185,0.027487,0,-0.027588,-0.05116,-0.066698,-0.071907,-0.066408,-0.050987,-0.027652,0,0.027528,0.05086,0.066628,0.072238,0.066628,0.05086,0.027528,6.4486e-17,-0.027652,-0.050987,-0.066408,-0.071907,-0.066698,-0.05116,-0.027588,-6.4104e-17,0.027487,0.051185,0.059744,0.039698,0.04726
0.041198,0.063675,0.061931,0.046888,0.028238,0.0072709,-0.014524,-0.035018,-0.052319,-0.065229,-0.07277,-0.073994,-0.068579,-0.057217,-0.041118,-0.021541,3.3129e-17,0.021541,0.041118,0.057217,0.068579,0.073994,0.07277,0.065229,0.052319,0.035018,0.014524,-0.0072709,-0.028238,-0.046888,-0.061931,-0.063675,-0.041198,0.049939
0.042297,0.066599,0.070224,0.062713,0.053246,0.042057,0.029074,0.014789,0,-0.014725,-0.028975,-0.042154,-0.053564,-0.062805,-0.069778,-0.074273,-0.075854,-0.074273,-0.069778,-0.062805,-0.053564,-0.042154,-0.028975,-0.014725,-6.7171e-17,0.014789,0.029074,0.042057,0.053246,0.062713,0.070224,0.066599,0.042297,0.051928
0.042969,0.068402,0.075459,0.073057,0.070419,0.067576,0.06394,0.059316,0.054043,0.048467,0.042579,0.036204,0.029342,0.022194,0.014914,0.0075133,-1.3644e-16,-0.0075133,-0.014914,-0.022194,-0.029342,-0.036204,-0.042579,-0.048467,-0.054043,-0.059316,-0.06394,-0.067576,-0.070419,-0.073057,-0.075459,-0.068402,-0.042969,0.053153
0.043195,0.069011,0.077249,0.076653,0.076529,0.076934,0.077211,0.077043,0.076737,0.076708,0.07695,0.077112,0.076985,0.076766,0.076758,0.076962,0.07709,0.076962,0.076758,0.076766,0.076985,0.077112,0.07695,0.076708,0.076737,0.077043,0.077211,0.076934,0.076529,0.076653,0.077249,0.069011,0.043195,0.053567
0.042969,0.068402,0.075459,0.073057,0.070419,0.067576,0.06394,0.059316,0.054043,0.048467,0.042579,0.036204,0.029342,0.022194,0.014914,0.0075133,-1.3644e-16,-0.0075133,-0.014914,-0.022194,-0.029342,-0.036204,-0.042579,-0.048467,-0.054043,-0.059316,-0.06394,-0.067576,-0.070419,-0.073057,-0.075459,-0.068402,-0.042969,0.053153
0.042297,0.066599,0.070224,0.062713,0.053246,0.042057,0.029074,0.014789,0,-0.014725,-0.028975,-0.042154,-0.053564,-0.062805,-0.069778,-0.074273,-0.075854,-0.074273,-0.069778,-0.062805,-0.053564,-0.042154,-0.028975,-0.014725,-6.7171e-17,0.014789,0.029074,0.042057,0.053246,0.062713,0.070224,0.066599,0.042297,0.051928
0.041198,0.063675,0.061931,0.046888,0.028238,0.0072709,-0.014524,-0.035018,-0.052319,-0.065229,-0.07277,-0.073994,-0.068579,-0.057217,-0.041118,-0.021541,3.3129e-17,0.021541,0.041118,0.057217,0.068579,0.073994,0.07277,0.065229,0.052319,0.035018,0.014524,-0.0072709,-0.028238,-0.046888,-0.061931,-0.063675,-0.041198,0.049939
0.039698,0.059744,0.051185,0.027487,0,-0.027588,-0.05116,-0.066698,-0.071907,-0.066408,-0.050987,-0.027652,0,0.027528,0.05086,0.066628,0.072238,0.066628,0.05086,0.027528,6.4486e-17,-0.027652,-0.050987,-0.066408,-0.071907,-0.066698,-0.05116,-0.027588,-6.4104e-17,0.027487,0.051185,0.059744,0.039698,0.04726
0.037837,0.054959,0.038755,0.0067847,-0.026446,-0.053703,-0.068383,-0.066576,-0.048999,-0.020108,0.013556,0.044175,0.064227,0.068987,0.057632,0.032761,9.3682e-17,-0.032761,-0.057632,-0.068987,-0.064227,-0.044175,-0.013556,0.020108,0.048999,0.066576,0.068383,0.053703,0.026446,-0.0067847,-0.038755,-0.054959,-0.037837,0.04399
0.035661,0.049503,0.025504,-0.012901,-0.046685,-0.065098,-0.061542,-0.036927,-1.4915e-17,0.036766,0.061334,0.065248,0.046964,0.01292,-0.025342,-0.055207,-0.066508,-0.055207,-0.025342,0.01292,0.046964,0.065248,0.061334,0.036766,1.4915e-17,-0.036927,-0.061542,-0.065098,-0.046685,-0.012901,0.025504,0.049503,0.035661,0.040248
0.033224,0.043579,0.012311,-0.029518,-0.057759,-0.060142,-0.035043,0.006169,0.044327,0.062362,0.052268,0.018286,-0.024067,-0.055307,-0.0615,-0.039885,0,0.039885,0.0615,0.055307,0.024067,-0.018286,-0.052268,-0.062362,-0.044327,-0.006169,0.035043,0.060142,0.057759,0.029518,-0.012311,-0.043579,-0.033224,0.036167
0.030585,0.0374,0,-0.041542,-0.058653,-0.041694,0,0.041753,0.058813,0.041571,0,-0.04179,-0.059003,-0.041603,-4.0214e-17,0.041709,0.059084,0.041709,2.6809e-17,-0.041603,-0.059003,-0.04179,-4.0314e-17,0.041571,0.058813,0.041753,5.3935e-17,-0.041694,-0.058653,-0.041542,-5.3961e-17,0.0374,0.030585,0.031884
0.027808,0.031178,-0.010733,-0.048143,-0.050352,-0.015904,0.030549,0.054603,0.038643,-0.0053545,-0.045565,-0.052551,-0.020981,0.025771,0.053613,0.042368,2.5192e-17,-0.042368,-0.053613,-0.025771,0.020981,0.052551,0.045565,0.0053545,-0.038643,-0.054603,-0.030549,0.015904,0.050352,0.048143,0.010733,-0.031178,-0.027808,0.027539
0.024955,0.025116,-0.019365,-0.049249,-0.035449,0.0098322,0.046729,0.041964,1.7435e-17,-0.041781,-0.046572,-0.0098549,0.035661,0.049322,0.019242,-0.02801,-0.0505,-0.02801,0.019242,0.049322,0.035661,-0.0098549,-0.046572,-0.041781,-4.0681e-17,0.041964,0.046729,0.0098322,-0.035449,-0.049249,-0.019365,0.025116,0.024955,0.023262
0.022089,0.019395,-0.025587,-0.045481,-0.017461,0.029099,0.045149,0.013334,-0.032351,-0.043764,-0.0089504,0.035539,0.042405,0.0044861,-0.038051,-0.040467,-2.1438e-17,0.040467,0.038051,-0.0044861,-0.042405,-0.035539,0.0089504,0.043764,0.032351,-0.013334,-0.045149,-0.029099,0.017461,0.045481,0.025587,-0.019395,-0.022089,0.019174
0.01927,0.01417,-0.029308,-0.037998,-1.45e-17,0.038137,0.029294,-0.015819,-0.041174,-0.01575,0.029195,0.038225,2.9174e-17,-0.038054,-0.029122,0.015803,0.041363,0.015803,-0.029122,-0.038054,-4.3761e-17,0.038225,0.029195,-0.01575,-0.041174,-0.015819,0.029294,0.038137,1.2567e-16,-0.037998,-0.029308,0.01417,0.01927,0.015375
0.016554,0.0095581,-0.030646,-0.028272,0.013973,0.036531,0.007187,-0.032419,-0.02589,0.017253,0.03601,0.0036063,-0.033936,-0.023236,0.020347,0.03514,3.0622e-17,-0.03514,-0.020347,0.023236,0.033936,-0.0036063,-0.03601,-0.017253,0.02589,0.032419,-0.007187,-0.036531,-0.013973,0.028272,0.030646,-0.0095581,-0.016554,0.011946
0.013988,0.00564,-0.029898,-0.01784,0.022669,0.026797,-0.012378,-0.031655,-1.1599e-17,0.031517,0.012336,-0.026859,-0.022805,0.017866,0.029708,-0.0062899,-0.032295,-0.0062899,0.029708,0.017866,-0.022805,-0.026859,0.012336,0.031517,-1.9331e-17,-0.031655,-0.012378,0.026797,0.022669,-0.01784,-0.029898,0.00564,0.013988,0.0089428
0.011614,0.0024545,-0.027492,-0.0080742,0.025656,0.01316,-0.023295,-0.017735,0.01969,0.021516,-0.015513,-0.024677,0.01069,0.026656,-0.0054338,-0.027792,-2.3836e-17,0.027792,0.0054338,-0.026656,-0.01069,0.024677,0.015513,-0.021516,-0.01969,0.017735,0.023295,-0.01316,-0.025656,0.0080742,0.027492,-0.0024545,-0.011614,0.0063957
0.0094634,1.3184e-18,-0.023934,-2.9287e-18,0.023711,1.7637e-17,-0.023923,-1.0303e-17,0.023776,1.4654e-17,-0.023842,-2.0624e-17,0.023853,2.0531e-17,-0.023782,-2.0584e-17,0.023885,2.4995e-17,-0.023782,-2.933e-17,0.023853,7.3656e-17,-0.023842,7.327e-18,0.023776,7.9478e-17,-0.023923,2.9394e-18,0.023711,8.4933e-17,-0.023934,-2.6367e-18,0.0094634,0.0043113
0.00756,-0.0017629,-0.019746,0.0057991,0.018427,-0.0094518,-0.016731,0.012738,0.014142,-0.015454,-0.011142,0.017724,0.0076781,-0.019145,-0.0039027,0.019961,2.1353e-17,-0.019961,0.0039027,0.019145,-0.0076781,-0.017724,0.011142,0.015454,-0.014142,-0.012738,0.016731,0.0094518,-0.018427,-0.0057991,0.019746,0.0017629,-0.00756,0.0026731
0.0059163,-0.0029068,-0.015409,0.0091946,0.011683,-0.013811,-0.0063794,0.016314,7.3587e-18,-0.016243,0.0063579,0.013843,-0.011753,-0.0092081,0.015311,0.0032417,-0.016644,0.0032417,0.015311,-0.0092081,-0.011753,0.013843,0.0063579,-0.016243,-5.6767e-17,0.016314,-0.0063794,-0.013811,0.011683,0.0091946,-0.015409,-0.0029068,0.0059163,0.0014448
0.0045355,-0.0035311,-0.011322,0.010444,0.0051622,-0.013496,0.0026551,0.011977,-0.0095644,-0.0063737,0.013303,-0.0013323,-0.012537,0.0085841,0.0075168,-0.012982,-1.489e-17,0.012982,-0.0075168,-0.0085841,0.012537,0.0013323,-0.013303,0.0063737,0.0095644,-0.011977,-0.0026551,0.013496,-0.0051622,-0.010444,0.011322,0.0035311,-0.0045355,0.00057467
0.0034115,-0.0037543,-0.0077651,0.010067,2.1392e-18,-0.010104,0.0077614,0.0041913,-0.010909,0.004173,0.0077351,-0.010128,-1.076e-17,0.010082,-0.0077158,-0.0041869,0.010959,-0.0041869,-0.0077158,0.010082,3.5866e-17,-0.010128,0.0077351,0.004173,-0.010909,0.0041913,0.0077614,-0.010104,-4.2784e-18,0.010067,-0.0077651,-0.0037543,0.0034115,3.5049e-19
0.0025295,-0.0037056,-0.0048887,0.0086895,-0.003336,-0.0055595,0.0086261,-0.0025475,-0.0061809,0.0083615,-0.00171,-0.00679,0.0081018,-0.0008571,-0.00727,0.0077316,2.6949e-17,-0.0077316,0.00727,0.0008571,-0.0081018,0.00679,0.00171,-0.0083615,0.0061809,0.0025475,-0.0086261,0.0055595,0.003336,-0.0086895,0.0048887,0.0037056,-0.0025295,-0.00034777
0.0018674,-0.0035163,-0.0027112,0.006895,-0.0049629,-0.0013765,0.0065422,-0.005875,-4.0663e-18,0.0058494,-0.0065201,0.0013797,0.0049925,-0.0069051,0.002694,0.0039214,-0.0070701,0.0039214,0.002694,-0.0069051,0.0049925,0.0013797,-0.0065201,0.0058494,1.9135e-18,-0.005875,0.0065422,-0.0013765,-0.0049629,0.006895,-0.0027112,-0.0035163,0.0018674,-0.00053793
0.0013967,-0.0033109,-0.0011397,0.0051125,-0.0053471,0.001689,0.0032441,-0.0057985,0.0041036,0.00056861,-0.0048387,0.0055806,-0.002228,-0.0027367,0.0056934,-0.0044992,2.4252e-18,0.0044992,-0.0056934,0.0027367,0.002228,-0.0055806,0.0048387,-0.00056861,-0.0041036,0.0057985,-0.0032441,-0.001689,0.0053471,-0.0051125,0.0011397,0.0033109,-0.0013967,-0.00063577
0.0010841,-0.0032002,-1.9723e-18,0.0035547,-0.0050189,0.0035677,2.8675e-18,-0.0035728,0.0050326,-0.0035572,-4.6439e-18,0.0035759,-0.0050488,0.0035599,1.55e-17,-0.003569,0.0050557,-0.003569,5.345e-19,0.0035599,-0.0050488,0.0035759,1.8933e-17,-0.0035572,0.0050326,-0.0035728,-3.2259e-18,0.0035677,-0.0050189,0.0035547,5.0205e-18,-0.0032002,0.0010841,-0.00069844
0.00089318,-0.0032743,0.00092501,0.0022179,-0.0043397,0.0045188,-0.0026329,-0.00046351,0.0033305,-0.0046856,0.0039271,-0.0013739,-0.0018083,0.0041555,-0.0046208,0.0029968,-1.1982e-18,-0.0029968,0.0046208,-0.0041555,0.0018083,0.0013739,-0.0039271,0.0046856,-0.0033305,0.00046351,0.0026329,-0.0045188,0.0043397,-0.0022179,-0.00092501,0.0032743,-0.00089318,-0.00077163
